"","D12","E12","b.m","tbl","AAA","BAA","lty","ntis","infl","ltr","corpr","svar","D12.diff","E12.diff","b.m.diff","tbl.diff","AAA.diff","BAA.diff","lty.diff","ntis.diff","infl.diff","ltr.diff","corpr.diff","svar.diff","tbl.lagdiff","AAA.lagdiff","BAA.lagdiff","lty.lagdiff","ltr.lagdiff","corpr.lagdiff","EqPremResponse"
"29",0.445,0.465,0.8407310705,0.0015,0.0316178227,0.0529178227,0.0212178227,0.00598278,0.00768217729999998,0.0327383559,0.0356015989,0.0161570327,0.002,0.012,0.0382188583999999,-9e-04,0.0129253731,0.0129253731,0.0131253731,-0.0036235481,-0.0149253731,-0.021639775,-0.0245342477,-0.0024216865,-0.0127,0.0222447056,0.00604470560000001,0.0229447056,0.033930299,0.0644304624,"0"
"30",0.448,0.478,0.8703643637,0.0021,0.00991267019999995,0.0360126701999999,0.00131267019999995,0.0194411438,0.0296873298000001,-0.0223326309,0.0032646153,0.0228635967,0.003,0.013,0.0296332932000001,6e-04,-0.0217051525000001,-0.0169051525000001,-0.0199051525000001,0.0134583638,0.0220051525000001,-0.0550709868,-0.0323369836,0.006706564,-3e-04,0.0137058824,0.0167058824,0.0149058824,-0.0271393424,-0.0445535262,"1"
"31",0.45,0.49,0.7737408689,0.0023,0.0380471067,0.0622471067,0.0292471067,0.0208147193,5.28933000000231e-05,0.0334133742,0.033566219,0.0089924118,0.002,0.012,-0.0966234948,2e-04,0.0281344365,0.0262344365,0.0279344365,0.0013735755,-0.0296344365,0.0557460051,0.0303016037,-0.0138711849,0.0025,-0.0134123021,-0.0100123021,-0.0120123021,-0.039893455,-0.0198502698,"0"
"32",0.45,0.73,0.8007541179,0.0015,0.0293478366,0.0546478366,0.0200478366,0.0120481999,0.0073521634,0.0317804665,0.0399501493,0.0094664475,0,0.24,0.0270132489999999,-8e-04,-0.00869927009999998,-0.00759927009999998,-0.00919927009999998,-0.0087665194,0.00729927009999998,-0.0016329077,0.0063839303,0.0004740357,-5e-04,0.00381879699999997,-0.00738120300000003,0.00461879699999997,0.0892728731,0.055872156,"1"
"33",0.44,0.81,0.6818181818,0.0015,0.014255083,0.035855083,0.00515508299999998,0.0193458521,0.021844917,0.0113747957,0.0268200468,0.0088502877,-0.01,0.0800000000000001,-0.1189359361,0,-0.0150927536,-0.0187927536,-0.0148927536,0.0072976522,0.0144927536,-0.0204056708,-0.0131301025,-0.0006161598,-9e-04,0.0129253731,0.0129253731,0.0131253731,-0.021639775,-0.0245342477,"1"
"34",0.44,0.76,0.6117343845,0.002,0.0213543531,0.0407543531,0.0136543531,0.0080266211,0.0145456469,-0.0078690651,0.00685338,0.0078838581,0,-0.05,-0.0700837973,5e-04,0.00709927010000003,0.00489927010000003,0.00849927010000003,-0.011319231,-0.00729927010000003,-0.0192438608,-0.0199666668,-0.000966429600000001,6e-04,-0.0217051525000001,-0.0169051525000001,-0.0199051525000001,-0.0550709868,-0.0323369836,"1"
"35",0.47,0.76,0.5599111913,0.0015,-0.00167773799999997,0.016922262,-0.00847773799999997,0.0086888346,0.036077738,0.0141558427,0.0195213505,0.0093062423,0.03,0,-0.0518231932,-5e-04,-0.0230320911,-0.0238320911,-0.0221320911,0.0006622135,0.0215320911,0.0220249078,0.0126679705,0.0014223842,2e-04,0.0281344365,0.0262344365,0.0279344365,0.0557460051,0.0303016037,"1"
"36",0.5,0.79,0.5276960471,0.002,-0.00996297490000002,0.00573702509999998,-0.0153629749,0.0134560371,0.0428629749,0.0243891822,0.0219561631,0.0090942324,0.03,0.03,-0.0322151442,5e-04,-0.00828523690000005,-0.0111852369,-0.00688523690000005,0.0047672025,0.00678523690000005,0.0102333395,0.0024348126,-0.000212009899999999,-8e-04,-0.00869927009999998,-0.00759927009999998,-0.00919927009999998,-0.0016329077,0.0063839303,"0"
"37",0.55,0.88,0.523178388,0.002,-0.00985911019999998,0.00674088980000002,-0.0149591102,0.0208134501,0.0422591102,0.0096297794,0.0148646053,0.0102372051,0.05,0.09,-0.0045176590999999,0,0.000103864700000039,0.00100386470000004,0.000403864700000041,0.007357413,-0.00060386470000004,-0.0147594028,-0.0070915578,0.0011429727,0,-0.0150927536,-0.0187927536,-0.0148927536,-0.0204056708,-0.0131301025,"1"
"38",0.61,0.94,0.4915981409,0.0016,0.00323951990000002,0.0176395199,-0.00176048009999998,0.021398483,0.0285604801,0.0140133835,0.0145596794,0.0053718192,0.0599999999999999,0.0599999999999999,-0.0315802471000001,-4e-04,0.0130986301,0.0108986301,0.0131986301,0.000585032900000001,-0.0136986301,0.0043836041,-0.000304925899999999,-0.0048653859,5e-04,0.00709927010000003,0.00489927010000003,0.00849927010000003,-0.0192438608,-0.0199666668,"1"
"39",0.72,1.02,0.4585881045,0.0012,0.0375585675,0.0518585675,0.0320585675,0.0252247216,-0.00655856749999997,0.0249925267,0.0144406772,0.0065531801,0.11,0.0800000000000001,-0.0330100364,-4e-04,0.0343190476,0.0342190476,0.0338190475999999,0.0038262386,-0.0351190476,0.0109791432,-0.000119002200000001,0.0011813609,-5e-04,-0.0230320911,-0.0238320911,-0.0221320911,0.0220249078,0.0126679705,"1"
"40",0.75,1.11,0.4586663806,0.0038,0.0538430745,0.0674430745,0.0491430745,0.0335068293,-0.0206430745,-0.0341107505,-0.0135858341,0.0059938176,0.03,0.0900000000000001,7.82760999999965e-05,0.0026,0.016284507,0.015584507,0.017084507,0.0082821077,-0.014084507,-0.0591032772,-0.0280265113,-0.0005593625,5e-04,-0.00828523690000005,-0.0111852369,-0.00688523690000005,0.0102333395,0.0024348126,"0"
"41",0.84,1.17,0.5049610206,0.0036,0.0673319634,0.0838319634,0.0630319634,0.0312661665,-0.0345319634,0.0074040728,0.0161845842,0.0120440223,0.09,0.0599999999999998,0.0462946400000001,-2e-04,0.0134888889,0.0163888889,0.0138888889,-0.0022406628,-0.0138888889,0.0415148233,0.0297704183,0.0060502047,0,0.000103864700000039,0.00100386470000004,0.000403864700000041,-0.0147594028,-0.0070915578,"0"
"42",0.77,1.22,0.5531474413,0.0031,0.0607255319,0.0795255319,0.0563255319,0.0358467256,-0.0279255319,0.0077711342,0.0046988534,0.020944158,-0.07,0.05,0.0481864207,-5e-04,-0.00660643149999997,-0.00430643149999997,-0.00670643149999998,0.0045805591,0.00660643149999998,0.0003670614,-0.0114857308,0.0089001357,-4e-04,0.0130986301,0.0108986301,0.0131986301,0.0043836041,-0.000304925899999999,"0"
"43",0.8,1.13,0.7074886223,0.0011,0.0463350557,0.0715350557,0.0415350557,0.0317777282,-0.0142350557,0.0221538106,0.0202349708,0.0606505948,0.03,-0.0900000000000001,0.154341181,-0.002,-0.0143904762,-0.00799047619999999,-0.0147904762,-0.0040689974,0.0136904762,0.0143826764,0.0155361174,0.0397064368,-4e-04,0.0343190476,0.0342190476,0.0338190475999999,0.0109791432,-0.000119002200000001,"0"
"44",0.78,0.97,0.8923698838,8e-04,0.0536293003,0.0844293003,0.0487293003,0.0338481247,-0.0214293003,0.0071892003,-0.0039379931,0.0325916741,-0.02,-0.16,0.1848812615,-3e-04,0.00729424460000001,0.0128942446,0.00719424460000001,0.0020703965,-0.00719424460000001,-0.0149646103,-0.0241729639,-0.0280589207,0.0026,0.016284507,0.015584507,0.017084507,-0.0591032772,-0.0280265113,"1"
"45",0.74,0.77,0.659545862,5e-04,0.0322901699,0.0621901699,0.0255901699,0.0167466748,0.000309830099999991,0.025902597,0.0244545311,0.0383534675,-0.04,-0.2,-0.2328240218,-3e-04,-0.0213391304,-0.0222391304,-0.0231391304,-0.0171014499,0.0217391304,0.0187133967,0.0283925242,0.0057617934,-2e-04,0.0134888889,0.0163888889,0.0138888889,0.0415148233,0.0297704183,"1"
"46",0.66,0.62,0.6242488512,8e-04,0.0317901699,0.0561901699,0.0255901699,0.0118982151,0.000309830099999991,0.00650946,0.0156385533,0.0298581503,-0.08,-0.15,-0.0352970108,3e-04,-5e-04,-0.006,0,-0.0048484597,0,-0.019393137,-0.0088159778,-0.0084953172,-5e-04,-0.00660643149999997,-0.00430643149999997,-0.00670643149999998,0.0003670614,-0.0114857308,"1"
"47",0.51,0.64,0.5720393884,3e-04,0.0233473128,0.0452473128,0.0177473128,0.0057217127,0.0074526872,0.0145327069,0.0240727011,0.0113395377,-0.15,0.02,-0.0522094627999999,-5e-04,-0.00844285710000001,-0.0109428571,-0.00784285710000001,-0.0061765024,0.00714285710000001,0.0080232469,0.0084341478,-0.0185186126,-0.002,-0.0143904762,-0.00799047619999999,-0.0147904762,0.0143826764,0.0155361174,"0"
"48",0.52,0.71,0.6606492718,3e-04,0.00811021109999998,0.0271102111,0.00191021109999998,-0.0012606856,0.0217897889,0.02662154,0.010833031,0.0191258432,0.01,0.07,0.0886098834,0,-0.0152371017,-0.0181371017,-0.0158371017,-0.0069823983,0.0143371017,0.0120888331,-0.0132396701,0.0077863055,-3e-04,0.00729424460000001,0.0128942446,0.00719424460000001,-0.0149646103,-0.0241729639,"0"
"49",0.53,0.76,0.6667687361,3e-04,0.0362415401,0.0561415401,0.0291415401,-8.63519e-05,-0.00704154009999999,0.0263232052,0.0148710198,0.0159647266,0.01,0.05,0.00611946429999999,0,0.028131329,0.029031329,0.027231329,0.0011743337,-0.028831329,-0.000298334799999998,0.0040379888,-0.0031611166,-3e-04,-0.0213391304,-0.0222391304,-0.0231391304,0.0187133967,0.0283925242,"1"
"50",0.56,0.81,0.5800479489,0.0014,0.0253064844,0.0428064844,0.0206064844,-0.0021095516,0.00719351560000001,-0.0630351514,-0.0253746357,0.0271257594,0.03,0.05,-0.0867207872,0.0011,-0.0109350557,-0.0133350557,-0.0085350557,-0.0020231997,0.0142350557,-0.0893583566,-0.0402456555,0.0111610328,3e-04,-5e-04,-0.006,0,-0.019393137,-0.0088159778,"0"
"51",0.62,0.9,0.5807053804,4e-04,0.0151142858,0.0349142858,0.00831428579999998,0.0025507841,0.0142857142,0.0732032309,0.0398351704,0.0042039846,0.0599999999999999,0.09,0.000657431499999972,-0.001,-0.0101921986,-0.00789219860000002,-0.0122921986,0.0046603357,0.00709219860000002,0.1362383823,0.0652098061,-0.0229217748,-5e-04,-0.00844285710000001,-0.0109428571,-0.00784285710000001,0.0080232469,0.0084341478,"0"
"52",0.63,0.99,0.6479598753,2e-04,-0.0139541247,0.00564587530000001,-0.0208541247,0.0056787088,0.0423541247,0.0187130288,0.0119446404,0.0026766632,0.01,0.09,0.0672544949,-2e-04,-0.0290684105,-0.0292684105,-0.0291684105,0.0031279247,0.0280684105,-0.0544902021,-0.02789053,-0.0015273214,0,-0.0152371017,-0.0181371017,-0.0158371017,0.0120888331,-0.0132396701,"0"
"53",0.65,1.04,0.7832213665,0.001,-0.0470572077,-0.0255572077,-0.0539572077,0.0063697907,0.0766572077,-0.00835437,0.0006828238,0.029657862,0.02,0.05,0.1352614912,8e-04,-0.033103083,-0.031203083,-0.033103083,0.0006910819,0.034303083,-0.0270673988,-0.0112618166,0.0269811988,0,0.028131329,0.029031329,0.027231329,-0.000298334799999998,0.0040379888,"1"
"54",0.67,1.08,0.720747889,5e-04,-0.0678044168,-0.0494044168,-0.0745044168,0.0096469388,0.0960044168,0.0191027202,0.0120272435,0.0078283552,0.02,0.04,-0.0624734775,-5e-04,-0.0207472091,-0.0238472091,-0.0205472091,0.0032771481,0.0193472091,0.0274570902,0.0113444197,-0.0218295068,0.0011,-0.0109350557,-0.0133350557,-0.0085350557,-0.0893583566,-0.0402456555,"0"
"55",0.67,1.05,0.7290475101,2e-04,-0.0940702827,-0.0766702827,-0.1017702827,0.0125891885,0.1211702827,0.0305220958,0.008905039,0.0078871144,0,-0.03,0.00829962110000004,-3e-04,-0.0262658659,-0.0272658659,-0.0272658659,0.0029422497,0.0251658659,0.0114193756,-0.0031222045,5.87592000000012e-05,-0.001,-0.0101921986,-0.00789219860000002,-0.0122921986,0.1362383823,0.0652098061,"0"
"56",0.68,1.06,0.8042698827,0.0011,-0.0767090151,-0.0609090151,-0.0841090151,0.010060575,0.1047090151,-0.0087143459,-0.0010022808,0.0059715526,0.01,0.01,0.0752223726,9e-04,0.0173612676,0.0157612676,0.0176612676,-0.0025286135,-0.0164612676,-0.0392364417,-0.0099073198,-0.0019155618,-2e-04,-0.0290684105,-0.0292684105,-0.0291684105,-0.0544902021,-0.02789053,"0"
"57",0.69,1.09,0.8015267176,0.0012,-0.0620680694,-0.0466680694,-0.0706680694,0.0089675066,0.0897680694,0.0223380199,0.0191184708,0.0045224717,0.0099999999999999,0.03,-0.00274316509999994,9.99999999999998e-05,0.0146409457,0.0142409457,0.0134409457,-0.0010930684,-0.0149409457,0.0310523658,0.0201207516,-0.0014490809,8e-04,-0.033103083,-0.031203083,-0.033103083,-0.0270673988,-0.0112618166,"1"
"58",0.7,1.19,0.7782684119,0.001,-0.0600204274,-0.0445204274,-0.0682204274,0.0102838552,0.0875204274,0.0027991552,0.0145680828,0.0027015953,0.01,0.0999999999999999,-0.0232583057000001,-2e-04,0.00204764199999999,0.00214764199999999,0.00244764199999999,0.0013163486,-0.00224764199999999,-0.0195388647,-0.004550388,-0.0018208764,-5e-04,-0.0207472091,-0.0238472091,-0.0205472091,0.0274570902,0.0113444197,"0"
"59",0.71,1.16,0.8895097332,0.0033,-0.0450138422,-0.0292138422,-0.0526138422,0.0103428263,0.0730138422,-0.0068363514,-0.0054355792,0.009276808,0.01,-0.03,0.1112413213,0.0023,0.0150065852,0.0153065852,0.0156065852,5.89710999999993e-05,-0.0145065852,-0.0096355066,-0.020003662,0.0065752127,-3e-04,-0.0262658659,-0.0272658659,-0.0272658659,0.0114193756,-0.0031222045,"0"
"60",0.69,1.04,1.0348638601,0.0025,-0.0431057027,-0.0287057027,-0.0473057027,0.0101204616,0.0717057027,0.0172812598,0.006098257,0.0065718916,-0.02,-0.12,0.1453541269,-8e-04,0.0019081395,0.000508139499999997,0.0053081395,-0.0002223647,-0.0013081395,0.0241176112,0.0115338362,-0.0027049164,9e-04,0.0173612676,0.0157612676,0.0176612676,-0.0392364417,-0.0099073198,"1"
"61",0.66,0.98,0.9967098897,0.0037,-0.0252214783,-0.0104214783,-0.0293214783,0.0101983055,0.0537214783,0.0048796235,0.0060100441,0.0052338319,-0.0299999999999999,-0.0600000000000001,-0.0381539704,0.0012,0.0178842244,0.0182842244,0.0179842244,7.78438999999992e-05,-0.0179842244,-0.0124016363,-8.82129000000006e-05,-0.0013380597,9.99999999999998e-05,0.0146409457,0.0142409457,0.0134409457,0.0310523658,0.0201207516,"1"
"62",0.62,0.94,0.9440014664,0.0038,-0.0014790541,0.0131209459,-0.0050790541,0.0062435384,0.0294790541,0.0059085221,0.007518014,0.0031882119,-0.04,-0.04,-0.0527084232999999,9.99999999999998e-05,0.0237424242,0.0235424242,0.0242424242,-0.0039547671,-0.0242424242,0.0010288986,0.0015079699,-0.00204562,-2e-04,0.00204764199999999,0.00214764199999999,0.00244764199999999,-0.0195388647,-0.004550388,"1"
"63",0.59,1.03,0.8626465662,0.0038,0.0163724252,0.0310724252,0.0128724252,0.0018120043,0.0117275748,0.0037861688,0.0061062418,0.0030570432,-0.03,0.0900000000000001,-0.0813549002,0,0.0178514793,0.0179514793,0.0179514793,-0.0044315341,-0.0177514793,-0.0021223533,-0.0014117722,-0.0001311687,0.0023,0.0150065852,0.0153065852,0.0156065852,-0.0096355066,-0.020003662,"1"
"64",0.59,1.07,0.7834809988,0.0038,0.0218200328,0.0343200328,0.0189200328,0.0018918598,0.0057799672,0.0037008685,0.0075139459,0.0029332408,0,0.04,-0.0791655674,0,0.0054476076,0.0032476076,0.0060476076,7.98554999999999e-05,-0.0059476076,-8.53003000000001e-05,0.0014077041,-0.0001238024,-8e-04,0.0019081395,0.000508139499999997,0.0053081395,0.0241176112,0.0115338362,"1"
"65",0.59,1.1,0.7462686567,0.0038,0.0100239289,0.0216239289,0.0072239289,0.0012001053,0.0171760711,0.0116416832,0.0145701929,0.0046509015,0,0.03,-0.0372123421,0,-0.0117961039,-0.0126961039,-0.0116961039,-0.0006917545,0.0113961039,0.0079408147,0.007056247,0.0017176607,0.0012,0.0178842244,0.0182842244,0.0179842244,-0.0124016363,-8.82129000000006e-05,"0"
"66",0.6,1.08,0.7636311733,0.0038,0.0040742114,0.0154742114,0.0017742114,0.013693478,0.0228257886,0.0031019898,0.0043055118,0.004748037,0.01,-0.02,0.0173625166,0,-0.0059497175,-0.0061497175,-0.0054497175,0.0124933727,0.0056497175,-0.0085396934,-0.0102646811,9.71354999999997e-05,9.99999999999998e-05,0.0237424242,0.0235424242,0.0242424242,0.0010288986,0.0015079699,"0"
"67",0.61,0.94,0.7874015748,0.0038,0.0045742114,0.0153742114,0.0019742114,0.0144225261,0.0228257886,0.0023009,0.0016864001,0.0037543511,0.01,-0.14,0.0237704015,0,5e-04,-0.000100000000000003,0.000199999999999999,0.000729048099999999,0,-0.0008010898,-0.0026191117,-0.0009936859,0,0.0178514793,0.0179514793,0.0179514793,-0.0021223533,-0.0014117722,"1"
"68",0.62,0.93,0.813886488,0.0038,-0.000785468300000002,0.0088145317,-0.0034854683,0.0191453147,0.0281854683,0.0074178641,0.0102327526,0.0019188805,0.01,-0.0099999999999999,0.0264849132,0,-0.0053596797,-0.0065596797,-0.0054596797,0.0047227886,0.0053596797,0.0051169641,0.0085463525,-0.0018354706,0,0.0054476076,0.0032476076,0.0060476076,-8.53003000000001e-05,0.0014077041,"1"
"69",0.63,0.92,0.7615581615,0.0038,0.0047963499,0.0133963499,0.0022963499,0.0182017583,0.0225036501,0.0049069229,0.0059095034,0.0018936573,0.01,-0.01,-0.0523283265,0,0.0055818182,0.0045818182,0.0057818182,-0.0009435564,-0.0056818182,-0.0025109412,-0.0043232492,-2.52231999999999e-05,0,-0.0117961039,-0.0126961039,-0.0116961039,0.0079408147,0.007056247,"0"
"70",0.64,0.9,0.7723327182,0.0038,0.0048212055,0.0132212055,0.0023212055,0.0089627427,0.0223787945,0.0077185536,0.008724502,0.0026151764,0.01,-0.02,0.0107745567,0,2.48555999999983e-05,-0.0001751444,2.48556000000018e-05,-0.0092390156,-0.000124855600000001,0.0028116307,0.0028149986,0.0007215191,0,-0.0059497175,-0.0061497175,-0.0054497175,-0.0085396934,-0.0102646811,"1"
"71",0.64,0.93,0.7437635753,0.0038,-0.000873299999999997,0.0070267,-0.0032733,0.0190624465,0.0278733,0.0078180121,0.0217090859,0.0019717884,0,0.03,-0.0285691429,0,-0.0056945055,-0.0061945055,-0.0055945055,0.0100997038,0.0054945055,9.94585000000008e-05,0.0129845839,-0.000643388,0,5e-04,-0.000100000000000003,0.000199999999999999,-0.0008010898,-0.0026191117,"1"
"72",0.65,0.96,0.7678826431,0.0038,-0.00667729089999999,0.000922709100000002,-0.0092772909,0.0159625278,0.0328772909,0.0226408354,0.0140569829,0.003466757,0.01,0.0299999999999999,0.0241190677999999,0,-0.0058039909,-0.0061039909,-0.0060039909,-0.0030999187,0.0050039909,0.0148228233,-0.007652103,0.0014949686,0,-0.0053596797,-0.0065596797,-0.0054596797,0.0051169641,0.0085463525,"1"
"73",0.65,1,0.7188430455,0.0038,-0.0976863818,-0.0908863818,-0.1020863818,0.0194663167,0.1237863818,0.0389561542,0.0039002537,0.0031854028,0,0.04,-0.0490395976,0,-0.0910090909,-0.0918090909,-0.0928090909,0.0035037889,0.0909090909,0.0163153188,-0.0101567292,-0.0002813542,0,0.0055818182,0.0045818182,0.0057818182,-0.0025109412,-0.0043232492,"1"
"74",0.66,0.99,0.6568208317,0.0038,-0.1459830885,-0.1397830885,-0.1500830885,0.0176069197,0.1721830885,-0.0006548807,0.0024973186,0.0053493122,0.01,-0.01,-0.0620222137999999,0,-0.0482967067,-0.0488967067,-0.0479967067,-0.001859397,0.0483967067,-0.0396110349,-0.0014029351,0.0021639094,0,2.48555999999983e-05,-0.0001751444,2.48556000000018e-05,0.0028116307,0.0028149986,"1"
"75",0.66,0.96,0.6132393344,0.0038,-0.1591932342,-0.1542932342,-0.1653932342,0.0255252783,0.1852932342,0.042876782,0.0197954962,0.0039677724,0,-0.03,-0.0435814973,0,-0.0132101457,-0.0145101456999999,-0.0153101457,0.0079183586,0.0131101457,0.0435316627,0.0172981776,-0.0013815398,0,-0.0056945055,-0.0061945055,-0.0055945055,9.94585000000008e-05,0.0129845839,"1"
"76",0.68,0.9,0.6148526759,0.0038,-0.1433015207,-0.1386015207,-0.1482015207,0.0311878756,0.1680015207,0.006713708,0.019698748,0.0100841549,0.02,-0.0599999999999999,0.00161334150000003,0,0.0158917135,0.0156917135,0.0171917135,0.0056625973,-0.0172917135,-0.036163074,-9.67481999999999e-05,0.0061163825,0,-0.0058039909,-0.0061039909,-0.0060039909,0.0148228233,-0.007652103,"0"
"77",0.68,0.84,0.5967318354,0.0038,-0.0976469753,-0.0922469753,-0.1019469753,0.0335915715,0.1225469753,-0.0077865866,-0.0005127455,0.0038319704,0,-0.0600000000000001,-0.0181208405000001,0,0.0456545454,0.0463545454,0.0462545454,0.0024036959,-0.0454545454,-0.0145002946,-0.0202114935,-0.0062521845,0,-0.0910090909,-0.0918090909,-0.0928090909,0.0163153188,-0.0101567292,"0"
"78",0.69,0.89,0.7116343812,0.0038,-0.060216711,-0.055016711,-0.064116711,0.0491119446,0.086016711,-0.01594205,-0.0125634675,0.0197090145,0.0099999999999999,0.05,0.1149025458,0,0.0374302643,0.0372302643,0.0378302643,0.0155203731,-0.0365302643,-0.0081554634,-0.012050722,0.0158770441,0,-0.0482967067,-0.0488967067,-0.0479967067,-0.0396110349,-0.0014029351,"1"
"79",0.71,1.06,0.6924379233,0.0038,-0.0413120598,-0.0357120598,-0.0462120598,0.0360760605,0.0674120598,0.0164884606,0.0107892935,0.0127459521,0.02,0.17,-0.0191964579,0,0.0189046512,0.0193046512,0.0179046512,-0.0130358841,-0.0186046512,0.0324305106,0.023352761,-0.0069630624,0,-0.0132101457,-0.0145101456999999,-0.0153101457,0.0435316627,0.0172981776,"0"
"80",0.72,1.27,0.7415349887,0.0038,-0.0672603797,-0.0612603797,-0.0714603797,0.0310199797,0.0927603797,0.0035017375,0.0077069517,0.0058871475,0.01,0.21,0.0490970654,0,-0.0259483199,-0.0255483199,-0.0252483199,-0.0050560808,0.0253483199,-0.0129867231,-0.0030823418,-0.0068588046,0,0.0158917135,0.0156917135,0.0171917135,-0.036163074,-9.67481999999999e-05,"0"
"81",0.76,1.44,0.7411167513,0.0038,-0.0384033446,-0.0318033446,-0.0423033446,0.0264727428,0.0639033446,0.0005873778,0.0044056016,0.0068112253,0.04,0.17,-0.000418237400000021,0,0.0288570351,0.0294570351,0.0291570351,-0.0045472369,-0.0288570351,-0.0029143597,-0.0033013501,0.0009240778,0,0.0456545454,0.0463545454,0.0462545454,-0.0145002946,-0.0202114935,"0"
"82",0.79,1.55,0.7403233985,0.008,-0.0040855097,0.0021144903,-0.0088855097,0.02405855,0.0301855097,0.0099874455,-0.018147204,0.0041873443,0.03,0.11,-0.000793352800000036,0.0042,0.0343178349,0.0339178349,0.0334178349,-0.0024141928,-0.0337178349,0.0094000677,-0.0225528056,-0.002623881,0,0.0374302643,0.0372302643,0.0378302643,-0.0081554634,-0.012050722,"1"
"83",0.84,1.61,0.725325679,0.0095,0.0108626231,0.0174626231,0.00656262310000001,0.0259215953,0.0177373769,-0.0398317361,-0.0172500272,0.002452803,0.0499999999999999,0.0600000000000001,-0.0149977195,0.0015,0.0149481328,0.0153481328,0.0154481328,0.0018630453,-0.0124481328,-0.0498191816,0.0008971768,-0.0017345413,0,0.0189046512,0.0193046512,0.0179046512,0.0324305106,0.023352761,"0"
"84",0.85,1.71,0.8414221219,0.01,0.0362754723,0.0432754723,0.0320754723,0.0271870255,-0.00797547230000001,0.0100316713,0.0178819176,0.0048865231,0.01,0.0999999999999999,0.1160964429,5e-04,0.0254128492,0.0258128492,0.0255128492,0.0012654302,-0.0257128492,0.0498634074,0.0351319448,0.0024337201,0,-0.0259483199,-0.0255483199,-0.0252483199,-0.0129867231,-0.0030823418,"1"
"85",0.85,1.86,0.7869735036,0.01,0.0521729827,0.0579729827,0.0483729827,0.0238936692,-0.0245729827,0.010106677,-0.0037351652,0.0029117835,0,0.15,-0.0544486183,0,0.0158975104,0.0146975104,0.0162975104,-0.0032933563,-0.0165975104,7.50057000000002e-05,-0.0216170828,-0.0019747396,0,0.0288570351,0.0294570351,0.0291570351,-0.0029143597,-0.0033013501,"0"
"86",0.87,2.07,0.8362310712,0.0109,0.0491987534,0.0552987534,0.0449987534,0.0191280822,-0.0207987534,-0.0006030103,0.0026720514,0.0063476321,0.02,0.21,0.0492575676,9e-04,-0.00297422929999999,-0.00267422929999998,-0.00337422929999999,-0.004765587,0.00377422929999999,-0.0107096873,0.0064072166,0.0034358486,0.0042,0.0343178349,0.0339178349,0.0334178349,0.0094000677,-0.0225528056,"0"
"87",0.93,2.29,0.8409475465,0.0116,0.0362506206,0.0436506206,0.0320506206,0.0150145541,-0.00835062060000002,0.0139518298,0.0241634572,0.0079538714,0.0600000000000001,0.22,0.00471647530000008,0.000699999999999999,-0.0129481328,-0.0116481328,-0.0129481328,-0.0041135281,0.0124481328,0.0145548401,0.0214914058,0.0016062393,0.0015,0.0149481328,0.0153481328,0.0154481328,-0.0498191816,0.0008971768,"0"
"88",0.98,2.38,0.9017504235,0.0117,0.031077725,0.038777725,0.026777725,0.0146589662,-0.00407772499999998,0.0206374173,0.0083197701,0.003843559,0.0499999999999999,0.0899999999999999,0.060802877,0.000100000000000001,-0.00517289560000005,-0.00487289560000004,-0.00527289560000005,-0.000355587900000001,0.00427289560000005,0.0066855875,-0.0158436871,-0.0041103124,5e-04,0.0254128492,0.0258128492,0.0255128492,0.0498634074,0.0351319448,"0"
"89",1.02,2.4,0.9538884243,0.0117,0.00596764100000001,0.013567641,0.000567641000000011,0.0168124176,0.021132359,0.0197522249,0.0145600534,0.0032047424,0.04,0.02,0.0521380008,0,-0.025110084,-0.025210084,-0.026210084,0.0021534514,0.025210084,-0.000885192399999998,0.0062402833,-0.0006388166,0,0.0158975104,0.0146975104,0.0162975104,7.50057000000002e-05,-0.0216170828,"1"
"90",1.04,2.39,0.8750205468,0.0107,-0.0322748242,-0.0245748242,-0.0370748242,0.0233434075,0.0582748242,0.0133207497,0.0157652669,0.003262011,0.02,-0.00999999999999979,-0.0788678775,-0.001,-0.0382424652,-0.0381424652,-0.0376424652,0.0065309899,0.0371424652,-0.0064314752,0.0012052135,5.72685999999998e-05,9e-04,-0.00297422929999999,-0.00267422929999998,-0.00337422929999999,-0.0107096873,0.0064072166,"1"
"91",1.14,2.32,0.7964292839,0.011,-0.0644748242,-0.0571748242000001,-0.0693748242,0.0271755847,0.0902748242,0.0092248107,-0.005813734,0.0019956031,0.0999999999999999,-0.0700000000000003,-0.0785912629,3e-04,-0.0322,-0.0326,-0.0323,0.0038321772,0.032,-0.004095939,-0.0215790009,-0.0012664079,0.000699999999999999,-0.0129481328,-0.0116481328,-0.0129481328,0.0145548401,0.0214914058,"1"
"92",1.17,2.37,0.8255277845,0.0112,-0.0598762169,-0.0532762169,-0.0641762169,0.029291342,0.0856762169,-0.0032160202,0.0066122757,0.0020394697,0.03,0.0500000000000003,0.0290985006,0.000200000000000001,0.00459860730000006,0.00389860730000006,0.00519860730000005,0.0021157573,-0.00459860730000006,-0.0124408309,0.0124260097,4.38666000000002e-05,0.000100000000000001,-0.00517289560000005,-0.00487289560000004,-0.00527289560000005,0.0066855875,-0.0158436871,"1"
